Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Urban_Rural_Town,Urban_Rural_City,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check,Churn
1,50,1,0,0,1,6.0,65,1,39.49,1,1,18,1,1,1,0,0,0,0,1,0,67.05,4309.55,0.0,0,2566.85,6876.4,5224,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,31,1,1,0,1,5.0,72,1,45.32,1,1,11,0,1,1,1,1,1,1,0,0,110.9,7922.75,0.0,0,2871.9325,11094.447500000002,6444,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1,37,0,0,0,0,0.0,6,1,43.37,1,1,12,0,0,0,1,0,1,1,1,1,87.95,522.35,0.0,0,260.22,782.5699999999999,2684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,40,1,0,0,1,5.0,50,1,9.47,1,1,28,0,0,1,0,1,1,1,1,0,75.7,3876.2,0.0,0,473.50000000000006,4349.7,6144,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,22,1,0,0,1,1.0,61,0,0.0,0,1,59,1,0,1,1,1,1,1,1,1,62.15,3778.85,0.0,0,0.0,3778.85,6427,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1,29,1,0,0,1,4.0,72,1,35.71,1,1,58,1,1,1,1,1,1,1,1,0,115.15,8349.45,0.0,0,2571.12,10920.57,5398,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,42,0,0,0,0,0.0,1,1,20.11,0,0,0,0,0,0,0,0,0,0,0,0,19.5,19.5,0.0,0,20.11,39.61,3107,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,33,0,0,0,0,0.0,12,1,18.75,1,1,25,0,0,0,0,0,1,1,0,1,86.55,1066.9,0.0,0,225.0,1401.9,2061,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,42,1,1,0,1,7.0,61,1,31.49,0,0,0,0,0,0,0,0,0,0,0,0,20.4,1226.45,0.0,0,1920.89,3147.34,5897,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1,39,1,1,0,1,1.0,18,1,45.18,0,0,0,0,0,0,0,0,0,0,0,0,19.8,342.3,0.0,0,813.24,1155.54,4808,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,60,0,1,0,0,0.0,21,1,19.57,0,1,29,0,0,0,0,0,0,0,1,0,45.65,985.05,0.0,0,410.97,1396.02,5731,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,47,1,1,0,1,7.5,68,0,0.0,0,1,19,1,1,1,1,0,1,1,1,1,56.4,3948.45,0.0,0,0.0,3948.45,4556,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
0,30,1,0,0,1,7.5,62,1,15.06,1,1,63,0,0,1,0,1,1,1,1,1,101.35,6164.7,0.0,0,933.72,7098.42,5049,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,44,0,1,0,0,0.0,1,0,0.0,0,1,19,0,1,0,1,0,0,0,0,0,33.6,33.6,0.0,0,0.0,83.6,4369,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,27,0,0,0,0,0.0,1,1,45.86,0,0,0,0,0,0,0,0,0,0,0,0,20.7,20.7,0.0,0,45.86,66.56,3061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,44,0,1,0,0,0.0,62,1,17.67,1,1,19,0,0,1,1,1,1,1,1,1,104.05,6590.5,0.0,0,1095.5400000000002,7686.04,5900,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,26,1,1,0,1,7.5,36,1,42.51,0,0,0,0,0,0,0,0,0,0,0,0,20.25,717.95,0.0,0,1530.36,2248.31,5272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,59,1,1,0,1,7.5,69,1,7.84,1,1,21,1,1,0,1,1,0,0,1,0,73.7,4885.85,0.0,0,540.96,5426.81,4268,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,49,1,0,0,1,7.5,63,1,20.37,1,1,26,0,1,1,1,1,1,1,1,1,108.75,6871.7,0.0,0,1283.3100000000002,8155.01,4582,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,63,0,0,0,0,0.0,23,1,26.37,0,0,0,0,0,0,0,0,0,0,0,0,20.15,405.6,0.0,0,606.51,1012.11,4402,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,24,0,0,0,0,0.0,10,1,20.29,0,0,0,0,0,0,0,0,0,0,0,0,19.75,208.25,0.0,0,202.9,411.15,3926,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,42,1,0,0,1,2.0,71,1,24.71,1,0,0,0,0,0,0,0,0,0,0,1,25.95,1801.9,0.0,0,1754.41,3556.3100000000004,5072,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0,24,1,1,0,1,4.0,70,1,4.27,1,0,0,0,0,0,0,0,0,0,0,0,24.05,1764.75,0.0,0,298.9,2063.65,4722,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0,32,0,1,0,0,0.0,22,1,33.73,1,1,19,0,0,0,0,0,1,1,1,1,84.75,1816.75,0.0,0,742.06,2558.81,4240,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,42,1,1,0,1,1.0,52,1,19.21,1,0,0,0,0,0,0,0,0,0,0,0,23.05,1255.1,0.0,0,998.92,2254.02,4922,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,45,0,0,0,0,0.0,65,0,0.0,0,1,22,1,0,1,1,1,1,1,1,0,59.95,3921.1,0.0,0,0.0,3921.1,6251,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,58,1,1,0,1,6.0,72,1,17.33,0,0,0,0,0,0,0,0,0,0,0,0,19.55,1463.45,0.0,0,1247.7599999999998,2711.21,4424,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,23,1,0,0,1,3.0,10,1,39.35,0,0,0,0,0,0,0,0,0,0,0,0,19.6,189.45,0.0,0,393.5,582.95,3778,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,56,0,1,0,0,0.0,7,1,49.66,0,0,0,0,0,0,0,0,0,0,0,0,20.05,96.8,0.0,0,347.62,444.42,3810,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
0,63,1,1,0,1,7.5,24,1,21.43,1,1,56,1,0,1,0,1,1,1,1,0,78.6,1846.65,0.0,0,514.3199999999999,2360.9700000000003,2939,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0,25,1,1,0,1,2.0,72,1,16.01,1,1,59,1,1,1,1,1,1,1,1,1,116.8,8456.75,0.0,0,1152.72,9609.47,6252,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,29,0,0,0,0,0.0,21,0,0.0,0,1,26,1,0,0,1,1,0,0,1,1,43.55,1011.5,0.0,0,0.0,1011.5,5808,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,23,1,0,0,1,7.0,69,0,0.0,0,1,42,0,1,1,1,1,1,1,1,1,60.8,4263.4,0.0,0,0.0,4263.4,5683,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,58,1,1,0,1,4.0,44,1,46.54,0,1,52,0,1,0,1,0,0,0,0,1,54.9,2549.1,0.0,0,2047.76,4726.86,4412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,21,1,0,0,1,7.5,72,1,14.19,1,1,63,0,1,1,1,1,1,1,1,1,108.2,7840.6,0.0,0,1021.68,8862.28,4773,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,55,0,0,0,0,0.0,72,1,45.41,1,1,20,1,1,1,1,1,1,1,1,0,92.0,6632.75,0.0,0,2871.9325,9902.27,4200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,26,0,0,0,0,0.0,7,1,45.13,1,0,0,0,0,0,0,0,0,0,0,1,25.05,152.95,0.0,0,315.91,468.86,4868,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,64,0,0,0,0,0.0,48,1,41.26,0,1,23,0,1,0,0,0,0,0,1,0,75.15,3772.65,0.0,0,1980.48,5753.13,3345,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,43,1,1,0,1,5.0,55,1,36.23,0,0,0,0,0,0,0,0,0,0,0,0,19.5,1026.35,0.0,0,1992.65,3019.0,5067,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,50,0,0,0,0,0.0,1,1,16.36,0,0,0,0,0,0,0,0,0,0,0,0,19.3,19.3,0.0,0,16.36,35.66,5626,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,57,0,0,0,0,0.0,45,1,28.72,0,1,3,1,1,1,1,1,1,1,1,0,112.2,5031.85,0.0,0,1292.4,6324.25,3091,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,35,0,0,0,0,0.0,3,1,9.74,0,1,27,0,0,0,0,0,0,0,1,1,70.3,220.4,0.0,0,29.22,249.62,4275,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,46,1,0,0,1,2.0,71,1,37.83,0,0,0,0,0,0,0,0,0,0,0,0,19.6,1416.5,0.0,0,2685.93,4102.43,4890,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,29,1,0,0,1,7.5,8,1,4.98,0,0,0,0,0,0,0,0,0,0,0,0,20.25,158.35,0.0,0,39.84,198.19,4964,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,48,1,1,0,1,5.0,69,1,40.36,0,1,53,1,1,0,1,1,1,1,1,0,80.65,5542.55,0.0,0,2784.84,8327.39,4618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,51,0,0,0,0,0.0,71,1,12.27,1,1,21,1,1,1,1,0,1,1,1,0,80.6,5708.2,0.0,0,871.17,6579.37,5447,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,52,1,0,0,1,7.0,33,0,0.0,0,1,7,1,0,1,1,1,1,1,1,0,59.55,2016.3,0.0,0,0.0,2016.3,5980,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,62,0,0,0,0,0.0,16,1,41.51,0,0,0,0,0,0,0,0,0,0,0,0,19.05,326.65,0.0,0,664.16,990.81,4336,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
0,58,0,0,0,0,0.0,1,1,38.84,0,0,0,0,0,0,0,0,0,0,0,0,19.95,19.95,0.0,0,38.84,58.790000000000006,2732,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,45,1,1,0,1,1.0,57,1,41.56,0,0,0,0,0,0,0,0,0,0,0,0,19.4,1061.6,0.0,0,2368.92,3430.52,4194,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,61,1,1,0,1,1.0,56,0,0.0,0,1,28,0,1,1,0,0,0,0,0,1,36.1,1971.5,0.0,0,0.0,2031.5,5092,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,59,0,0,0,0,0.0,1,1,41.28,0,0,0,0,0,0,0,0,0,0,0,0,19.75,19.75,0.0,0,41.28,61.03,4099,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,63,0,1,0,0,0.0,40,1,20.13,0,1,10,1,0,0,1,1,0,0,1,1,64.1,2460.35,0.0,0,805.1999999999999,3265.55,5056,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,62,1,1,0,0,0.0,46,1,7.67,0,0,0,0,0,0,0,0,0,0,0,0,19.75,856.5,0.0,0,352.82,1209.32,2610,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,47,1,1,0,0,0.0,63,1,3.65,0,0,0,0,0,0,0,0,0,0,0,0,19.7,1275.85,0.0,0,229.95,1505.8,4235,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,51,1,1,0,1,1.0,68,1,18.47,1,1,63,1,1,1,0,1,1,1,1,1,110.2,7467.5,0.0,0,1255.96,8723.46,4108,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,38,1,1,0,1,1.0,69,1,42.9,0,1,24,1,1,0,1,1,1,1,1,1,106.35,7261.75,0.0,0,2871.9325,10221.85,6315,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,63,1,0,0,1,1.0,56,1,2.8,1,1,20,0,1,1,1,0,0,0,0,0,90.55,5116.6,0.0,0,156.79999999999998,5313.400000000001,6161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,32,1,1,0,1,1.0,10,1,42.0,0,1,14,0,1,1,0,0,1,1,1,1,65.9,660.05,0.0,0,420.0,1080.05,5289,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,26,0,0,0,0,0.0,63,1,21.45,1,1,63,1,1,1,1,1,0,0,1,0,104.5,6590.8,0.0,0,1351.35,7942.15,4908,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,34,1,1,0,1,1.0,24,0,0.0,0,1,63,1,1,1,1,0,1,1,1,1,52.5,1208.15,0.0,0,0.0,1208.15,3303,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0,54,0,0,0,0,0.0,19,1,36.88,1,1,27,0,0,1,0,0,0,0,1,1,56.1,1033.9,0.0,0,700.72,1734.62,3367,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,53,1,1,0,1,1.0,22,1,11.39,1,1,56,0,0,1,0,1,0,0,1,1,88.75,1885.15,0.0,0,250.58,2135.73,5585,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,44,1,0,0,1,1.0,70,1,14.15,1,0,0,0,0,0,0,0,0,0,0,1,26.0,2006.95,0.0,0,990.5,2997.45,6170,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,20,1,0,0,1,1.0,49,1,12.39,0,1,46,0,1,1,0,1,1,1,0,0,99.4,5025.0,0.0,0,607.11,5642.11,4725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,54,1,1,0,1,1.0,42,1,14.8,0,1,23,0,0,1,1,1,1,1,1,0,73.15,3088.25,0.0,0,621.6,3709.85,2531,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,57,0,0,0,0,0.0,57,1,9.32,0,1,20,0,1,0,1,0,0,0,1,1,54.65,3134.7,0.0,0,531.24,3665.94,4223,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,23,1,0,0,1,1.0,72,1,1.67,1,1,59,1,1,1,1,1,1,1,1,1,115.55,8312.4,0.0,0,120.24,8432.64,5076,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,53,1,0,0,1,4.0,72,1,2.95,1,1,26,1,1,1,1,1,1,1,1,1,91.15,6637.9,0.0,0,212.4,6850.299999999999,4311,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,50,1,1,0,1,5.0,35,1,1.53,0,1,57,0,1,0,1,1,0,0,1,1,89.7,3165.6,0.0,0,53.55,3219.15,2775,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,20,1,0,0,1,7.5,72,1,37.45,1,1,48,1,1,1,1,1,1,1,0,1,92.4,6786.1,0.0,0,2696.4,9632.5,5527,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,64,1,1,0,1,7.5,28,1,21.91,0,0,0,0,0,0,0,0,0,0,0,0,19.9,543.0,0.0,0,613.48,1156.48,2987,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1,47,0,0,0,0,0.0,45,1,40.59,0,0,0,0,0,0,0,0,0,0,0,0,18.85,867.3,0.0,0,1826.55,2693.8500000000004,2653,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,23,0,0,0,0,0.0,1,1,15.22,1,0,0,0,0,0,0,0,0,0,0,1,25.75,25.75,0.0,0,15.22,40.97,2569,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,40,0,0,0,0,0.0,6,1,43.19,0,0,0,0,0,0,0,0,0,0,0,1,20.95,109.5,0.0,0,259.14,368.64,5554,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,29,1,0,0,1,4.0,48,1,47.64,0,1,59,0,1,1,0,1,1,1,1,1,97.05,4692.95,0.0,0,2286.7200000000003,6979.67,5893,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,61,1,1,0,1,7.5,25,1,19.56,1,0,0,0,0,0,0,0,0,0,0,1,25.4,546.85,0.0,0,489.0,1035.85,5250,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,28,1,1,0,1,3.0,64,1,14.93,0,0,0,0,0,0,0,0,0,0,0,1,19.7,1274.05,0.0,0,955.52,2229.57,5431,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,51,0,0,0,0,0.0,50,0,0.0,0,1,20,1,1,0,0,0,0,0,1,1,35.0,1782.4,0.0,0,0.0,1782.4,5629,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,20,1,1,0,1,1.0,52,1,44.79,1,1,52,0,0,1,0,1,1,1,1,0,101.25,5301.1,0.0,0,2329.08,7630.18,5954,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,21,1,1,0,1,7.5,45,1,25.69,1,1,26,1,1,0,1,1,0,0,1,0,73.85,3371.0,0.0,0,1156.05,4527.05,5264,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1,49,1,0,0,1,3.0,9,1,22.41,1,1,21,1,0,0,0,0,1,1,1,1,88.05,801.3,0.0,0,201.69,1002.99,2715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,45,0,0,0,0,0.0,54,1,26.25,0,0,0,0,0,0,0,0,0,0,0,0,20.1,1079.45,0.0,0,1417.5,2496.95,5755,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0,49,1,1,0,1,7.0,64,1,21.16,1,1,23,1,1,0,1,1,1,1,1,0,110.3,6997.3,0.0,0,1354.24,8351.54,5574,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,61,0,0,0,0,0.0,12,1,15.97,0,1,19,1,0,0,0,1,0,0,1,1,85.15,979.05,0.0,0,191.64,1170.69,2452,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
0,60,0,0,0,0,0.0,45,1,44.29,1,1,15,1,0,0,1,0,1,1,1,0,73.55,3349.1,0.0,0,1993.05,5342.15,2280,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1,45,0,0,0,0,0.0,10,1,13.51,0,1,14,0,0,0,0,0,0,0,1,0,46.0,492.1,0.0,0,135.1,627.2,3903,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,58,0,0,0,0,0.0,24,1,42.66,1,0,0,0,0,0,0,0,0,0,0,0,24.6,605.25,0.0,0,1023.84,1629.09,4147,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,62,1,1,0,1,7.0,66,1,31.53,0,0,0,0,0,0,0,0,0,0,0,1,19.75,1344.5,0.0,0,2080.98,3425.48,4485,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,51,0,0,0,0,0.0,51,1,27.3,0,1,13,1,0,0,0,1,0,0,1,0,86.35,4267.15,0.0,0,1392.3,5659.45,5311,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
0,35,1,0,0,1,6.0,45,1,42.32,1,0,0,0,0,0,0,0,0,0,0,0,25.5,1121.05,0.0,0,1904.4,3025.45,3146,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0,54,1,0,0,1,3.0,49,1,13.13,0,0,0,0,0,0,0,0,0,0,0,0,19.0,918.7,0.0,0,643.37,1562.0700000000002,4066,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0,44,1,0,0,1,6.0,29,1,49.96,0,0,0,0,0,0,0,0,0,0,0,1,19.55,521.8,0.0,0,1448.84,1970.64,5758,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1,59,1,1,0,1,6.0,40,1,11.5,1,1,22,1,1,0,1,1,1,1,1,1,110.1,4469.1,0.0,0,460.0,4929.1,2283,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,42,0,0,0,0,0.0,25,1,40.11,0,1,18,0,0,0,0,0,0,0,0,0,69.75,1729.35,0.0,0,1002.75,2832.1,3080,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,34,0,0,0,0,0.0,22,0,0.0,0,1,8,0,0,1,0,1,1,1,1,1,50.6,1073.3,0.0,0,0.0,1073.3,2854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,36,0,0,0,0,0.0,72,0,0.0,0,1,9,1,1,1,1,1,1,1,1,1,65.6,4566.5,0.0,0,0.0,4566.5,4369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,44,1,1,0,1,1.0,33,1,1.62,0,1,30,0,1,1,1,1,1,1,1,0,82.1,2603.1,0.0,0,53.46,2656.56,2281,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,22,0,0,0,0,0.0,23,1,15.18,0,1,46,0,1,0,1,0,0,0,1,1,79.1,1783.75,0.0,0,349.14,2132.89,3619,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,42,0,0,0,0,0.0,69,1,47.43,1,1,22,1,1,1,1,1,1,1,1,0,90.65,6322.1,0.0,0,2871.9325,9594.77,6487,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,37,0,1,0,0,0.0,3,1,11.27,0,0,0,0,0,0,0,0,0,0,0,1,20.55,57.4,0.0,0,33.81,91.21,2774,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,61,0,0,0,0,0.0,56,1,18.42,0,1,13,0,1,0,1,1,1,1,0,1,75.75,4284.65,0.0,0,1031.52,5406.17,6487,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,61,0,0,0,0,0.0,65,1,33.11,1,1,10,1,0,1,1,1,1,1,1,1,110.0,7138.65,0.0,0,2152.15,9290.8,6351,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,55,1,0,0,1,5.0,71,1,44.82,0,0,0,0,0,0,0,0,0,0,0,0,20.85,1539.75,0.0,0,2871.9325,4721.969999999999,4837,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,57,0,0,0,0,0.0,2,1,33.75,0,1,10,0,0,0,0,0,0,0,1,1,70.15,123.8,0.0,0,67.5,191.3,4840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,28,0,0,0,0,0.0,40,1,39.05,0,1,58,1,0,1,0,0,1,1,1,0,67.45,2731.0,0.0,0,1562.0,4293.0,4714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,49,0,0,0,0,0.0,1,1,36.28,0,0,0,0,0,0,0,0,0,0,0,0,20.75,20.75,0.0,0,36.28,57.03,2791,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,25,0,0,0,0,0.0,7,1,30.99,0,1,42,0,0,0,0,0,0,0,1,1,69.9,497.3,0.0,0,216.93,714.23,4562,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,60,1,0,0,1,1.0,15,1,31.13,1,1,5,0,0,0,0,0,0,0,1,1,51.1,711.15,0.0,0,466.95,1178.1,4858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,43,0,0,0,0,0.0,71,1,39.08,1,0,0,0,0,0,0,0,0,0,0,0,25.55,1898.1,0.0,0,2774.68,4672.78,6305,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,22,1,1,0,1,6.0,54,1,8.53,1,1,63,1,0,0,1,0,0,0,1,0,60.0,3273.95,0.0,0,460.62,3734.57,4798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,47,1,0,0,1,4.0,31,1,22.42,1,1,21,1,1,0,1,0,0,0,1,1,90.55,2929.75,0.0,0,695.0200000000001,3624.77,5722,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,46,0,0,0,0,0.0,11,1,36.52,0,1,20,1,0,0,0,0,0,0,1,0,76.4,838.7,0.0,0,401.72,1240.42,4033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,34,1,0,0,1,2.0,38,1,32.11,1,1,16,0,0,1,1,0,1,1,1,0,69.0,2669.45,0.0,0,1220.18,3889.63,4487,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,57,0,1,0,0,0.0,5,1,13.54,0,1,21,0,0,0,1,0,0,0,1,1,48.65,235.2,0.0,0,67.69999999999999,302.9,3307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,52,0,0,0,0,0.0,68,1,20.3,1,1,13,0,1,1,0,1,1,1,0,1,80.65,5330.2,0.0,0,1380.4,6800.6,5914,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,23,1,1,0,1,7.5,69,1,26.44,0,0,0,0,0,0,0,0,0,0,0,1,20.55,1403.1,0.0,0,1824.36,3227.46,5366,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
0,56,1,0,0,1,4.0,42,1,36.35,1,1,30,1,1,0,1,0,0,0,1,1,66.4,2727.8,0.0,0,1526.7,4254.5,3773,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,36,0,0,0,0,0.0,50,1,15.1,0,1,9,0,1,0,1,1,1,1,1,1,100.2,5038.45,0.0,0,755.0,5793.45,5419,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,23,1,0,0,1,6.0,33,1,48.49,0,1,51,0,0,0,0,0,0,0,1,1,44.55,1462.6,0.0,0,1600.17,3062.77,2422,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,43,0,0,0,0,0.0,7,1,41.57,0,0,0,0,0,0,0,0,0,0,0,0,20.35,150.6,0.0,0,290.99,441.59,3098,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,21,1,1,0,0,0.0,64,1,34.58,1,1,27,1,1,1,0,0,0,0,1,1,91.8,5960.5,0.0,0,2213.12,8173.62,5371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,47,0,0,0,0,0.0,59,1,47.17,0,0,0,0,0,0,0,0,0,0,0,1,20.2,1192.3,0.0,0,2783.03,3975.33,5216,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,30,1,0,0,1,7.5,6,1,42.66,1,1,63,0,0,0,0,0,0,0,1,0,50.35,314.55,0.0,0,255.96,570.51,3442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0.0,3,1,6.61,0,0,0,0,0,0,0,0,0,0,0,0,18.8,56.0,0.0,0,19.83,75.83,3010,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,21,1,0,0,1,3.0,15,1,12.41,0,0,0,0,0,0,0,0,0,0,0,0,20.45,330.8,0.0,0,186.15,516.95,5184,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,59,1,1,0,1,1.0,13,1,13.32,0,1,21,0,0,0,0,1,1,1,1,1,64.75,877.35,0.0,0,173.16,1050.51,4741,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,40,0,0,0,0,0.0,23,1,14.45,1,1,19,0,1,0,0,1,1,1,1,1,98.7,2249.1,0.0,0,332.35,2581.45,5781,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,35,0,0,0,0,0.0,29,1,8.0,0,1,9,1,1,0,1,0,0,0,0,1,58.75,1696.2,0.0,0,232.0,1978.2,5198,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
